CMDLINE /home/lf/miniconda3/envs/maddpg/bin/python rdqn_train.py
MEM 1225.996094 1721469460.8890
MEM 1226.152344 1721469460.9892
MEM 1226.308594 1721469461.0893
MEM 1226.308594 1721469461.1894
MEM 1226.777344 1721469461.2896
MEM 1226.777344 1721469461.3897
MEM 1227.402344 1721469461.4898
MEM 1227.714844 1721469461.5900
MEM 1227.714844 1721469461.6901
MEM 1227.871094 1721469461.7902
MEM 1227.871094 1721469461.8904
MEM 1228.183594 1721469461.9906
MEM 1228.964844 1721469462.0907
MEM 1228.964844 1721469462.1909
MEM 1228.964844 1721469462.2911
MEM 1228.964844 1721469462.3912
MEM 1228.964844 1721469462.4913
MEM 1228.964844 1721469462.5915
MEM 1228.964844 1721469462.6916
MEM 1228.964844 1721469462.7918
MEM 1228.964844 1721469462.8920
MEM 1228.964844 1721469462.9922
MEM 1228.964844 1721469463.0923
MEM 1229.433594 1721469463.1925
MEM 1229.589844 1721469463.2927
MEM 1229.589844 1721469463.3928
MEM 1230.058594 1721469463.4930
MEM 1230.839844 1721469463.5932
MEM 1231.152344 1721469463.6933
MEM 1231.308594 1721469463.7935
MEM 1231.621094 1721469463.8937
MEM 1231.777344 1721469463.9939
MEM 1231.777344 1721469464.0940
MEM 1231.777344 1721469464.1942
MEM 1231.777344 1721469464.2944
MEM 1231.933594 1721469464.3945
MEM 1231.933594 1721469464.4946
MEM 1232.246094 1721469464.5948
MEM 1232.714844 1721469464.6950
MEM 1232.714844 1721469464.7951
MEM 1232.714844 1721469464.8952
MEM 1232.871094 1721469464.9954
MEM 1233.027344 1721469465.0956
MEM 1233.183594 1721469465.1957
MEM 1233.339844 1721469465.2958
MEM 1233.964844 1721469465.3960
MEM 1233.964844 1721469465.4961
MEM 1233.964844 1721469465.5963
MEM 1233.964844 1721469465.6964
MEM 1233.964844 1721469465.7966
MEM 1234.433594 1721469465.8967
MEM 1234.902344 1721469465.9969
MEM 1235.214844 1721469466.0971
MEM 1235.683594 1721469466.1972
MEM 1235.683594 1721469466.2974
MEM 1235.683594 1721469466.3976
MEM 1235.683594 1721469466.4977
MEM 1235.683594 1721469466.5979
MEM 1235.683594 1721469466.6981
MEM 1235.683594 1721469466.7982
MEM 1235.683594 1721469466.8984
MEM 1235.839844 1721469466.9986
MEM 1235.839844 1721469467.0988
MEM 1235.839844 1721469467.1990
MEM 1235.996094 1721469467.2993
MEM 1235.996094 1721469467.3995
MEM 1236.152344 1721469467.4997
MEM 1236.308594 1721469467.5999
MEM 1236.308594 1721469467.7002
MEM 1236.308594 1721469467.8004
MEM 1236.308594 1721469467.9006
MEM 1236.308594 1721469468.0008
MEM 1236.308594 1721469468.1010
MEM 1236.621094 1721469468.2011
MEM 1236.621094 1721469468.3013
MEM 1236.621094 1721469468.4015
MEM 1236.621094 1721469468.5016
MEM 1236.933594 1721469468.6018
MEM 1237.246094 1721469468.7020
MEM 1237.246094 1721469468.8022
MEM 1237.558594 1721469468.9023
MEM 1238.027344 1721469469.0025
MEM 1238.652344 1721469469.1027
MEM 1238.652344 1721469469.2028
MEM 1238.652344 1721469469.3030
MEM 1238.652344 1721469469.4032
MEM 1238.652344 1721469469.5034
MEM 1239.121094 1721469469.6035
MEM 1239.746094 1721469469.7037
MEM 1240.058594 1721469469.8039
MEM 1240.058594 1721469469.9041
MEM 1240.058594 1721469470.0042
MEM 1240.058594 1721469470.1044
MEM 1240.214844 1721469470.2045
MEM 1240.527344 1721469470.3047
MEM 1240.839844 1721469470.4049
MEM 1241.308594 1721469470.5050
MEM 1241.621094 1721469470.6052
MEM 1242.402344 1721469470.7054
MEM 1242.402344 1721469470.8056
MEM 1242.558594 1721469470.9057
MEM 1242.714844 1721469471.0059
MEM 1243.339844 1721469471.1061
MEM 1243.808594 1721469471.2063
MEM 1243.964844 1721469471.3065
MEM 1244.433594 1721469471.4066
MEM 1244.589844 1721469471.5068
MEM 1244.589844 1721469471.6070
MEM 1244.902344 1721469471.7071
MEM 1244.902344 1721469471.8072
MEM 1244.902344 1721469471.9074
MEM 1244.902344 1721469472.0076
MEM 1245.058594 1721469472.1077
MEM 1245.371094 1721469472.2079
MEM 1245.371094 1721469472.3081
MEM 1245.527344 1721469472.4083
MEM 1245.839844 1721469472.5084
MEM 1245.996094 1721469472.6086
MEM 1245.996094 1721469472.7087
MEM 1246.308594 1721469472.8089
MEM 1246.308594 1721469472.9090
MEM 1246.308594 1721469473.0092
MEM 1246.308594 1721469473.1094
MEM 1246.308594 1721469473.2096
MEM 1246.308594 1721469473.3098
MEM 1246.308594 1721469473.4099
MEM 1246.777344 1721469473.5101
MEM 1246.777344 1721469473.6103
MEM 1246.777344 1721469473.7104
MEM 1247.089844 1721469473.8106
MEM 1247.089844 1721469473.9108
MEM 1247.714844 1721469474.0110
MEM 1247.714844 1721469474.1111
MEM 1247.714844 1721469474.2112
MEM 1247.871094 1721469474.3114
MEM 1248.027344 1721469474.4116
MEM 1248.496094 1721469474.5118
MEM 1248.496094 1721469474.6119
MEM 1248.496094 1721469474.7121
MEM 1248.808594 1721469474.8123
MEM 1249.277344 1721469474.9125
MEM 1249.277344 1721469475.0127
MEM 1249.277344 1721469475.1129
MEM 1249.433594 1721469475.2131
MEM 1250.058594 1721469475.3133
MEM 1250.527344 1721469475.4134
MEM 1250.527344 1721469475.5137
MEM 1250.527344 1721469475.6139
MEM 1250.527344 1721469475.7141
MEM 1250.527344 1721469475.8144
MEM 1251.152344 1721469475.9146
MEM 1251.621094 1721469476.0149
MEM 1251.621094 1721469476.1151
MEM 1252.089844 1721469476.2154
MEM 1252.089844 1721469476.3156
MEM 1253.183594 1721469476.4158
MEM 1253.183594 1721469476.5160
MEM 1253.183594 1721469476.6162
MEM 1253.183594 1721469476.7163
MEM 1253.183594 1721469476.8165
MEM 1253.496094 1721469476.9167
MEM 1253.964844 1721469477.0169
MEM 1253.964844 1721469477.1171
MEM 1253.964844 1721469477.2173
MEM 1253.964844 1721469477.3174
MEM 1254.121094 1721469477.4176
MEM 1254.277344 1721469477.5178
MEM 1254.277344 1721469477.6180
MEM 1254.277344 1721469477.7181
MEM 1254.589844 1721469477.8183
MEM 1254.746094 1721469477.9185
MEM 1254.902344 1721469478.0187
MEM 1255.214844 1721469478.1189
MEM 1255.683594 1721469478.2191
MEM 1256.308594 1721469478.3192
MEM 1256.308594 1721469478.4195
MEM 1256.777344 1721469478.5197
MEM 1257.246094 1721469478.6199
MEM 1257.558594 1721469478.7201
MEM 1257.871094 1721469478.8203
MEM 1257.871094 1721469478.9205
MEM 1258.027344 1721469479.0207
MEM 1258.027344 1721469479.1209
MEM 1258.027344 1721469479.2211
MEM 1258.183594 1721469479.3213
MEM 1258.183594 1721469479.4215
MEM 1258.183594 1721469479.5217
MEM 1258.496094 1721469479.6219
MEM 1258.808594 1721469479.7220
MEM 1258.964844 1721469479.8222
MEM 1259.277344 1721469479.9224
MEM 1259.433594 1721469480.0226
MEM 1259.433594 1721469480.1228
MEM 1260.214844 1721469480.2229
MEM 1260.371094 1721469480.3231
MEM 1260.371094 1721469480.4233
MEM 1260.527344 1721469480.5235
MEM 1260.996094 1721469480.6236
MEM 1261.777344 1721469480.7238
MEM 1262.246094 1721469480.8240
MEM 1262.558594 1721469480.9242
MEM 1262.558594 1721469481.0244
MEM 1262.714844 1721469481.1246
MEM 1262.714844 1721469481.2247
MEM 1262.871094 1721469481.3248
MEM 1263.339844 1721469481.4251
MEM 1263.339844 1721469481.5253
MEM 1263.339844 1721469481.6255
MEM 1263.964844 1721469481.7258
MEM 1264.433594 1721469481.8260
MEM 1264.433594 1721469481.9262
MEM 1264.433594 1721469482.0264
MEM 1264.433594 1721469482.1265
MEM 1264.433594 1721469482.2268
MEM 1264.433594 1721469482.3270
MEM 1264.746094 1721469482.4272
MEM 1264.746094 1721469482.5273
MEM 1264.902344 1721469482.6275
MEM 1265.214844 1721469482.7276
MEM 1265.214844 1721469482.8278
MEM 1265.839844 1721469482.9279
MEM 1265.839844 1721469483.0281
MEM 1265.839844 1721469483.1282
MEM 1265.839844 1721469483.2284
MEM 1265.839844 1721469483.3286
MEM 1266.152344 1721469483.4289
MEM 1266.152344 1721469483.5291
MEM 1266.621094 1721469483.6294
MEM 1266.621094 1721469483.7296
MEM 1267.246094 1721469483.8299
MEM 1267.558594 1721469483.9301
MEM 1267.558594 1721469484.0303
MEM 1267.714844 1721469484.1305
MEM 1268.027344 1721469484.2306
MEM 1268.027344 1721469484.3308
MEM 1268.027344 1721469484.4309
MEM 1268.496094 1721469484.5311
MEM 1268.496094 1721469484.6312
MEM 1268.496094 1721469484.7314
MEM 1268.496094 1721469484.8316
MEM 1268.652344 1721469484.9318
MEM 1268.964844 1721469485.0320
MEM 1268.964844 1721469485.1323
MEM 1269.121094 1721469485.2325
MEM 1269.433594 1721469485.3328
MEM 1269.746094 1721469485.4330
MEM 1269.902344 1721469485.5332
MEM 1269.902344 1721469485.6333
MEM 1270.058594 1721469485.7335
MEM 1270.683594 1721469485.8337
MEM 1270.996094 1721469485.9339
MEM 1271.152344 1721469486.0342
MEM 1271.933594 1721469486.1344
MEM 1271.933594 1721469486.2346
MEM 1271.933594 1721469486.3348
MEM 1272.089844 1721469486.4349
MEM 1272.246094 1721469486.5351
MEM 1273.339844 1721469486.6352
MEM 1273.339844 1721469486.7354
MEM 1273.339844 1721469486.8356
MEM 1273.339844 1721469486.9358
MEM 1273.339844 1721469487.0359
MEM 1273.496094 1721469487.1361
MEM 1273.652344 1721469487.2362
MEM 1274.433594 1721469487.3365
MEM 1274.746094 1721469487.4367
MEM 1274.902344 1721469487.5369
MEM 1275.214844 1721469487.6371
MEM 1275.214844 1721469487.7374
MEM 1275.683594 1721469487.8376
MEM 1275.683594 1721469487.9378
MEM 1275.996094 1721469488.0381
MEM 1276.152344 1721469488.1383
MEM 1276.621094 1721469488.2386
MEM 1276.621094 1721469488.3388
MEM 1277.246094 1721469488.4391
MEM 1277.714844 1721469488.5393
MEM 1278.027344 1721469488.6395
MEM 1278.183594 1721469488.7398
MEM 1278.183594 1721469488.8400
MEM 1278.183594 1721469488.9402
MEM 1278.183594 1721469489.0405
MEM 1278.496094 1721469489.1407
MEM 1278.496094 1721469489.2409
MEM 1278.808594 1721469489.3411
MEM 1279.277344 1721469489.4413
MEM 1279.277344 1721469489.5414
MEM 1279.277344 1721469489.6416
MEM 1279.433594 1721469489.7418
MEM 1279.902344 1721469489.8420
MEM 1279.902344 1721469489.9422
MEM 1280.527344 1721469490.0424
MEM 1280.996094 1721469490.1426
MEM 1281.308594 1721469490.2428
MEM 1281.308594 1721469490.3430
MEM 1281.308594 1721469490.4432
MEM 1281.621094 1721469490.5434
MEM 1281.621094 1721469490.6436
MEM 1281.621094 1721469490.7438
MEM 1282.089844 1721469490.8440
MEM 1283.027344 1721469490.9442
MEM 1283.027344 1721469491.0444
MEM 1283.027344 1721469491.1446
MEM 1283.339844 1721469491.2448
MEM 1283.339844 1721469491.3451
MEM 1283.339844 1721469491.4452
MEM 1283.339844 1721469491.5455
MEM 1283.652344 1721469491.6457
MEM 1283.808594 1721469491.7459
MEM 1284.433594 1721469491.8461
MEM 1285.214844 1721469491.9463
MEM 1285.371094 1721469492.0465
MEM 1285.371094 1721469492.1467
MEM 1285.371094 1721469492.2469
MEM 1285.371094 1721469492.3471
MEM 1285.371094 1721469492.4472
MEM 1285.996094 1721469492.5474
MEM 1285.996094 1721469492.6476
MEM 1285.996094 1721469492.7478
MEM 1286.464844 1721469492.8480
MEM 1286.933594 1721469492.9482
MEM 1286.933594 1721469493.0484
MEM 1287.558594 1721469493.1486
MEM 1287.558594 1721469493.2487
MEM 1287.558594 1721469493.3489
MEM 1287.714844 1721469493.4491
MEM 1288.027344 1721469493.5493
MEM 1288.183594 1721469493.6495
MEM 1288.652344 1721469493.7497
MEM 1288.808594 1721469493.8499
MEM 1288.964844 1721469493.9501
MEM 1289.121094 1721469494.0502
MEM 1289.121094 1721469494.1504
MEM 1289.121094 1721469494.2506
MEM 1289.433594 1721469494.3508
MEM 1289.746094 1721469494.4510
MEM 1290.214844 1721469494.5512
MEM 1290.683594 1721469494.6514
MEM 1290.683594 1721469494.7516
MEM 1290.839844 1721469494.8517
MEM 1290.839844 1721469494.9519
MEM 1290.996094 1721469495.0522
MEM 1291.777344 1721469495.1523
MEM 1291.777344 1721469495.2526
MEM 1291.777344 1721469495.3528
MEM 1292.089844 1721469495.4530
MEM 1292.714844 1721469495.5532
MEM 1292.714844 1721469495.6534
MEM 1292.714844 1721469495.7537
MEM 1292.871094 1721469495.8539
MEM 1292.871094 1721469495.9541
MEM 1292.871094 1721469496.0544
MEM 1293.027344 1721469496.1546
MEM 1293.496094 1721469496.2548
MEM 1293.496094 1721469496.3551
MEM 1293.496094 1721469496.4553
MEM 1293.964844 1721469496.5555
MEM 1293.964844 1721469496.6556
MEM 1293.964844 1721469496.7559
MEM 1294.121094 1721469496.8561
MEM 1295.058594 1721469496.9564
MEM 1295.058594 1721469497.0566
MEM 1295.371094 1721469497.1568
MEM 1295.371094 1721469497.2570
MEM 1295.371094 1721469497.3573
MEM 1295.371094 1721469497.4575
MEM 1295.371094 1721469497.5578
MEM 1295.371094 1721469497.6580
MEM 1295.527344 1721469497.7583
MEM 1295.683594 1721469497.8585
MEM 1296.152344 1721469497.9587
MEM 1296.308594 1721469498.0588
MEM 1296.621094 1721469498.1590
MEM 1296.621094 1721469498.2592
MEM 1296.933594 1721469498.3593
MEM 1297.246094 1721469498.4595
MEM 1297.714844 1721469498.5597
MEM 1297.714844 1721469498.6599
MEM 1297.714844 1721469498.7601
MEM 1297.714844 1721469498.8603
MEM 1297.714844 1721469498.9605
MEM 1297.714844 1721469499.0607
MEM 1297.714844 1721469499.1610
MEM 1297.714844 1721469499.2612
MEM 1298.027344 1721469499.3614
MEM 1298.183594 1721469499.4615
MEM 1298.496094 1721469499.5617
MEM 1298.808594 1721469499.6619
MEM 1298.808594 1721469499.7620
MEM 1298.808594 1721469499.8622
MEM 1298.808594 1721469499.9623
MEM 1298.964844 1721469500.0625
MEM 1298.964844 1721469500.1626
MEM 1299.277344 1721469500.2628
MEM 1299.277344 1721469500.3630
MEM 1299.277344 1721469500.4632
MEM 1299.433594 1721469500.5634
MEM 1299.902344 1721469500.6636
MEM 1299.902344 1721469500.7638
MEM 1300.214844 1721469500.8639
MEM 1300.214844 1721469500.9641
MEM 1300.527344 1721469501.0643
MEM 1300.996094 1721469501.1645
MEM 1301.152344 1721469501.2647
MEM 1301.621094 1721469501.3648
MEM 1302.089844 1721469501.4650
MEM 1302.089844 1721469501.5652
MEM 1302.089844 1721469501.6654
MEM 1302.246094 1721469501.7656
MEM 1302.558594 1721469501.8657
MEM 1302.714844 1721469501.9659
MEM 1302.714844 1721469502.0661
MEM 1302.714844 1721469502.1663
MEM 1302.714844 1721469502.2665
MEM 1302.714844 1721469502.3667
MEM 1302.714844 1721469502.4668
MEM 1302.714844 1721469502.5670
MEM 1303.183594 1721469502.6672
MEM 1303.339844 1721469502.7674
MEM 1303.339844 1721469502.8676
MEM 1303.496094 1721469502.9677
MEM 1303.808594 1721469503.0679
MEM 1303.808594 1721469503.1681
MEM 1304.277344 1721469503.2683
MEM 1304.277344 1721469503.3684
MEM 1304.277344 1721469503.4686
MEM 1304.433594 1721469503.5688
MEM 1304.746094 1721469503.6690
MEM 1304.902344 1721469503.7692
MEM 1305.214844 1721469503.8695
MEM 1305.371094 1721469503.9697
MEM 1306.152344 1721469504.0698
MEM 1306.621094 1721469504.1700
MEM 1306.621094 1721469504.2702
MEM 1306.621094 1721469504.3703
MEM 1307.089844 1721469504.4705
MEM 1307.246094 1721469504.5708
MEM 1307.246094 1721469504.6710
MEM 1307.402344 1721469504.7712
MEM 1307.558594 1721469504.8714
MEM 1308.027344 1721469504.9716
MEM 1308.027344 1721469505.0718
MEM 1308.027344 1721469505.1720
MEM 1308.027344 1721469505.2722
MEM 1308.027344 1721469505.3724
MEM 1308.183594 1721469505.4726
MEM 1308.652344 1721469505.5727
MEM 1309.121094 1721469505.6729
MEM 1309.589844 1721469505.7731
MEM 1309.589844 1721469505.8734
MEM 1309.746094 1721469505.9736
MEM 1310.058594 1721469506.0738
MEM 1310.214844 1721469506.1741
MEM 1310.527344 1721469506.2743
MEM 1310.683594 1721469506.3745
MEM 1311.152344 1721469506.4747
MEM 1311.308594 1721469506.5748
MEM 1311.777344 1721469506.6750
MEM 1311.777344 1721469506.7752
MEM 1312.246094 1721469506.8754
MEM 1312.246094 1721469506.9755
MEM 1312.246094 1721469507.0757
MEM 1312.246094 1721469507.1758
MEM 1312.402344 1721469507.2760
MEM 1312.402344 1721469507.3762
MEM 1312.402344 1721469507.4764
MEM 1312.402344 1721469507.5766
MEM 1312.714844 1721469507.6767
MEM 1313.027344 1721469507.7769
MEM 1313.027344 1721469507.8771
MEM 1313.027344 1721469507.9773
MEM 1313.027344 1721469508.0774
MEM 1313.183594 1721469508.1776
MEM 1313.183594 1721469508.2778
MEM 1313.496094 1721469508.3779
MEM 1314.121094 1721469508.4781
MEM 1314.589844 1721469508.5783
MEM 1314.589844 1721469508.6785
MEM 1315.214844 1721469508.7787
MEM 1315.214844 1721469508.8789
MEM 1315.214844 1721469508.9791
MEM 1315.214844 1721469509.0792
MEM 1315.527344 1721469509.1794
MEM 1315.527344 1721469509.2796
MEM 1315.527344 1721469509.3798
MEM 1315.839844 1721469509.4800
MEM 1315.839844 1721469509.5802
MEM 1315.839844 1721469509.6804
MEM 1315.996094 1721469509.7805
MEM 1315.996094 1721469509.8807
MEM 1316.308594 1721469509.9809
MEM 1316.621094 1721469510.0811
MEM 1316.621094 1721469510.1813
MEM 1317.089844 1721469510.2814
MEM 1318.027344 1721469510.3816
MEM 1318.027344 1721469510.4818
MEM 1318.496094 1721469510.5821
MEM 1318.496094 1721469510.6823
MEM 1318.496094 1721469510.7824
MEM 1318.496094 1721469510.8826
MEM 1318.496094 1721469510.9829
MEM 1318.964844 1721469511.0831
MEM 1319.121094 1721469511.1833
MEM 1319.121094 1721469511.2835
MEM 1319.121094 1721469511.3837
MEM 1319.433594 1721469511.4840
MEM 1319.589844 1721469511.5842
MEM 1319.746094 1721469511.6844
MEM 1319.902344 1721469511.7847
MEM 1320.058594 1721469511.8849
MEM 1320.371094 1721469511.9851
MEM 1320.371094 1721469512.0853
MEM 1320.527344 1721469512.1854
MEM 1321.152344 1721469512.2856
MEM 1321.152344 1721469512.3858
MEM 1321.777344 1721469512.4860
MEM 1322.089844 1721469512.5862
MEM 1322.714844 1721469512.6864
MEM 1323.183594 1721469512.7865
MEM 1323.183594 1721469512.8867
MEM 1323.339844 1721469512.9869
MEM 1323.339844 1721469513.0871
MEM 1323.339844 1721469513.1872
MEM 1323.339844 1721469513.2874
MEM 1323.652344 1721469513.3876
MEM 1323.808594 1721469513.4878
MEM 1324.277344 1721469513.5880
MEM 1324.746094 1721469513.6881
MEM 1324.902344 1721469513.7883
MEM 1325.527344 1721469513.8885
MEM 1325.527344 1721469513.9888
MEM 1325.527344 1721469514.0890
MEM 1325.527344 1721469514.1893
MEM 1325.527344 1721469514.2895
MEM 1325.683594 1721469514.3897
MEM 1325.839844 1721469514.4899
MEM 1326.152344 1721469514.5902
MEM 1326.464844 1721469514.6904
MEM 1326.464844 1721469514.7906
MEM 1326.777344 1721469514.8909
MEM 1327.089844 1721469514.9911
MEM 1327.558594 1721469515.0913
MEM 1327.871094 1721469515.1914
MEM 1328.183594 1721469515.2916
MEM 1328.496094 1721469515.3918
MEM 1328.652344 1721469515.4920
MEM 1328.964844 1721469515.5922
MEM 1329.121094 1721469515.6924
MEM 1329.121094 1721469515.7926
MEM 1329.589844 1721469515.8928
MEM 1330.058594 1721469515.9930
MEM 1330.527344 1721469516.0932
MEM 1330.527344 1721469516.1935
MEM 1330.527344 1721469516.2936
MEM 1330.527344 1721469516.3939
MEM 1330.527344 1721469516.4941
MEM 1331.152344 1721469516.5943
MEM 1331.464844 1721469516.6945
MEM 1331.464844 1721469516.7947
MEM 1331.464844 1721469516.8949
MEM 1332.558594 1721469516.9951
MEM 1332.558594 1721469517.0953
MEM 1332.871094 1721469517.1955
MEM 1333.339844 1721469517.2957
MEM 1333.496094 1721469517.3959
MEM 1333.652344 1721469517.4961
MEM 1333.964844 1721469517.5963
MEM 1334.121094 1721469517.6965
MEM 1334.433594 1721469517.7967
MEM 1335.058594 1721469517.8970
MEM 1335.371094 1721469517.9972
MEM 1335.371094 1721469518.0974
MEM 1335.683594 1721469518.1977
MEM 1335.839844 1721469518.2979
MEM 1336.621094 1721469518.3982
MEM 1336.621094 1721469518.4984
MEM 1336.621094 1721469518.5987
MEM 1336.621094 1721469518.6989
MEM 1336.621094 1721469518.7991
MEM 1336.933594 1721469518.8993
MEM 1336.933594 1721469518.9995
MEM 1337.558594 1721469519.0997
MEM 1337.871094 1721469519.2000
MEM 1337.871094 1721469519.3002
MEM 1337.871094 1721469519.4004
MEM 1338.027344 1721469519.5007
MEM 1338.027344 1721469519.6008
MEM 1338.027344 1721469519.7010
MEM 1338.027344 1721469519.8011
MEM 1338.339844 1721469519.9013
MEM 1338.339844 1721469520.0015
MEM 1338.808594 1721469520.1016
MEM 1339.433594 1721469520.2018
MEM 1339.589844 1721469520.3019
MEM 1339.589844 1721469520.4021
MEM 1339.902344 1721469520.5022
MEM 1340.371094 1721469520.6024
MEM 1340.527344 1721469520.7025
MEM 1340.839844 1721469520.8027
MEM 1341.308594 1721469520.9029
MEM 1341.777344 1721469521.0032
MEM 1341.933594 1721469521.1033
MEM 1341.933594 1721469521.2035
MEM 1342.246094 1721469521.3037
MEM 1342.714844 1721469521.4039
MEM 1342.714844 1721469521.5042
MEM 1342.871094 1721469521.6044
MEM 1343.183594 1721469521.7047
MEM 1343.496094 1721469521.8048
MEM 1344.121094 1721469521.9051
MEM 1344.121094 1721469522.0053
MEM 1344.121094 1721469522.1055
MEM 1344.121094 1721469522.2057
MEM 1344.277344 1721469522.3060
MEM 1344.277344 1721469522.4062
MEM 1344.277344 1721469522.5064
MEM 1344.433594 1721469522.6066
MEM 1344.433594 1721469522.7069
MEM 1344.589844 1721469522.8071
MEM 1344.589844 1721469522.9073
MEM 1344.902344 1721469523.0075
MEM 1344.902344 1721469523.1077
MEM 1344.902344 1721469523.2079
MEM 1345.058594 1721469523.3082
MEM 1345.214844 1721469523.4084
MEM 1345.683594 1721469523.5087
MEM 1345.839844 1721469523.6089
MEM 1345.839844 1721469523.7090
MEM 1345.839844 1721469523.8092
MEM 1345.839844 1721469523.9094
MEM 1346.308594 1721469524.0096
MEM 1346.308594 1721469524.1097
MEM 1346.621094 1721469524.2099
MEM 1346.621094 1721469524.3101
MEM 1346.777344 1721469524.4103
MEM 1346.933594 1721469524.5104
MEM 1347.402344 1721469524.6106
MEM 1347.402344 1721469524.7107
MEM 1347.402344 1721469524.8109
MEM 1347.402344 1721469524.9111
MEM 1347.402344 1721469525.0112
MEM 1347.558594 1721469525.1114
MEM 1348.183594 1721469525.2115
MEM 1348.496094 1721469525.3117
MEM 1348.496094 1721469525.4118
MEM 1348.496094 1721469525.5120
MEM 1348.496094 1721469525.6122
MEM 1348.652344 1721469525.7125
MEM 1348.808594 1721469525.8127
MEM 1349.277344 1721469525.9129
MEM 1349.433594 1721469526.0132
MEM 1349.433594 1721469526.1134
MEM 1349.433594 1721469526.2137
MEM 1349.746094 1721469526.3139
MEM 1349.746094 1721469526.4141
MEM 1349.746094 1721469526.5144
MEM 1350.058594 1721469526.6146
MEM 1350.996094 1721469526.7148
MEM 1351.152344 1721469526.8151
MEM 1351.308594 1721469526.9153
MEM 1351.777344 1721469527.0156
MEM 1351.933594 1721469527.1158
MEM 1352.402344 1721469527.2160
MEM 1352.871094 1721469527.3162
MEM 1352.871094 1721469527.4165
MEM 1352.871094 1721469527.5167
MEM 1352.871094 1721469527.6169
MEM 1352.871094 1721469527.7171
MEM 1353.808594 1721469527.8173
MEM 1353.808594 1721469527.9175
MEM 1354.121094 1721469528.0177
MEM 1354.121094 1721469528.1180
MEM 1354.121094 1721469528.2182
MEM 1354.589844 1721469528.3185
MEM 1354.589844 1721469528.4187
MEM 1354.746094 1721469528.5189
MEM 1355.527344 1721469528.6191
MEM 1355.996094 1721469528.7194
MEM 1355.996094 1721469528.8196
MEM 1355.996094 1721469528.9198
MEM 1356.152344 1721469529.0201
MEM 1356.152344 1721469529.1203
MEM 1356.464844 1721469529.2206
MEM 1356.621094 1721469529.3208
MEM 1357.246094 1721469529.4211
MEM 1357.246094 1721469529.5213
MEM 1357.246094 1721469529.6216
MEM 1357.246094 1721469529.7218
MEM 1357.246094 1721469529.8220
MEM 1357.246094 1721469529.9222
MEM 1357.246094 1721469530.0225
MEM 1357.402344 1721469530.1227
MEM 1357.402344 1721469530.2229
MEM 1357.714844 1721469530.3232
MEM 1357.714844 1721469530.4235
MEM 1358.027344 1721469530.5237
MEM 1358.027344 1721469530.6239
MEM 1358.339844 1721469530.7242
MEM 1358.339844 1721469530.8244
MEM 1358.339844 1721469530.9246
MEM 1359.277344 1721469531.0249
MEM 1359.902344 1721469531.1251
MEM 1359.902344 1721469531.2253
MEM 1359.902344 1721469531.3255
MEM 1360.058594 1721469531.4257
MEM 1360.839844 1721469531.5260
MEM 1361.152344 1721469531.6262
MEM 1361.152344 1721469531.7264
MEM 1361.152344 1721469531.8267
MEM 1361.152344 1721469531.9269
MEM 1361.777344 1721469532.0271
MEM 1361.777344 1721469532.1273
MEM 1362.089844 1721469532.2275
MEM 1362.089844 1721469532.3277
MEM 1362.089844 1721469532.4279
MEM 1362.089844 1721469532.5282
MEM 1362.089844 1721469532.6284
MEM 1362.246094 1721469532.7287
MEM 1362.246094 1721469532.8289
MEM 1362.871094 1721469532.9291
MEM 1363.027344 1721469533.0293
MEM 1363.339844 1721469533.1295
MEM 1363.496094 1721469533.2297
MEM 1363.964844 1721469533.3300
MEM 1364.277344 1721469533.4302
MEM 1364.277344 1721469533.5303
MEM 1364.589844 1721469533.6305
MEM 1364.746094 1721469533.7306
MEM 1365.683594 1721469533.8308
MEM 1365.683594 1721469533.9310
MEM 1365.683594 1721469534.0312
MEM 1365.683594 1721469534.1313
MEM 1365.683594 1721469534.2315
MEM 1366.152344 1721469534.3317
MEM 1366.152344 1721469534.4318
MEM 1366.308594 1721469534.5320
MEM 1366.308594 1721469534.6322
MEM 1366.777344 1721469534.7323
MEM 1366.777344 1721469534.8325
MEM 1366.777344 1721469534.9326
MEM 1367.246094 1721469535.0328
MEM 1367.714844 1721469535.1330
MEM 1367.714844 1721469535.2331
MEM 1368.339844 1721469535.3333
MEM 1368.496094 1721469535.4335
MEM 1368.496094 1721469535.5336
MEM 1368.652344 1721469535.6337
MEM 1369.433594 1721469535.7339
MEM 1369.433594 1721469535.8340
MEM 1369.433594 1721469535.9342
MEM 1369.433594 1721469536.0343
MEM 1369.902344 1721469536.1344
MEM 1370.214844 1721469536.2346
MEM 1370.839844 1721469536.3347
MEM 1370.996094 1721469536.4349
MEM 1370.996094 1721469536.5350
MEM 1370.996094 1721469536.6352
MEM 1371.464844 1721469536.7353
MEM 1371.621094 1721469536.8354
MEM 1371.621094 1721469536.9356
MEM 1371.777344 1721469537.0357
MEM 1372.089844 1721469537.1359
MEM 1372.089844 1721469537.2360
MEM 1372.402344 1721469537.3361
MEM 1372.558594 1721469537.4363
MEM 1373.027344 1721469537.5365
MEM 1373.183594 1721469537.6366
MEM 1373.496094 1721469537.7369
MEM 1373.808594 1721469537.8371
MEM 1373.964844 1721469537.9373
MEM 1373.964844 1721469538.0374
MEM 1373.964844 1721469538.1376
MEM 1373.964844 1721469538.2377
MEM 1374.277344 1721469538.3379
MEM 1374.589844 1721469538.4381
